Rank,StrategyAndRecommendation,Stockname,Ticker,Exchange,StopBuy,StopLoss,PositionSize,RiskModels,Target Price,Stock Current Prize,Pos. Probability Distribution,Original News
2.0,{'SimplePatternNewsStrategy': ['BUY', '2018-08-31 11:56:52.179955']},PayPal,PYPL-USD,,0,0,0,,104.0,0,0.71,30.08.2018 um 07:45, ANALYSE FLASH: Berenberg startet Paypal mit buy    104 US Dollar
-3.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:56:52.179955']},Unibail-Rodamco-Westfield,1BR1,,0,0,0,,0,0,0.07,30.08.2018 um 08:00, ANALYSE FLASH: Goldman bel�sst Unibail Rodamco Westfield auf neutral
-3.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:56:52.179955']},Pacer Benchmark Retail RE SCTR ETF,RTL,,0,0,0,,69.0,28.56,0.19,30.08.2018 um 08:26, ANALYSE FLASH: SocGen senkt  f�r RTL auf 69 �   hold
3.0,{'SimplePatternNewsStrategy': ['BUY', '2018-08-31 11:56:52.179955']},DEUTSCHE TELEKOM,DTEL,,0,0,0,,0,0,0.89,30.08.2018 um 08:37, ANALYSE FLASH: Merrill Lynch hebt Deutsche Telekom auf buy    hoch
-3.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:56:52.179955']},Vodafone Group Plc,VOD,,0,0,0,,0,21.88,0.07,30.08.2018 um 08:41, ANALYSE FLASH: Merrill Lynch senkt Vodafone auf neutral    runter
3.0,{'SimplePatternNewsStrategy': ['BUY', '2018-08-31 11:56:52.179955']},Carl Data Solutions Inc.,CRL,,0,0,0,,33.0,121.56,0.89,30.08.2018 um 08:51, ANALYSE FLASH: Hauck & Aufh�user hebt SLM Solutions auf buy    33 �
-3.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:56:52.179955']},FIELMANN,FIE,,0,0,0,,61.0,0,0.19,30.08.2018 um 10:45, ANALYSE FLASH: Warburg Research bel�sst Fielmann auf hold    61 �
-3.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:56:52.179955']},H & M Hennes & Mauritz AB (publ,HM-B,,0,0,0,,0,0,0.19,31.08.2018 um 07:32, ANALYSE FLASH: JPMorgan senkt  f�r Hennes & Mauritz   underweight
-3.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:56:52.179955']},Beiersdorf,BEI,,0,0,0,,95.0,0,0.07,31.08.2018 um 07:56, ANALYSE FLASH: Credit Suisse senkt Beiersdorf auf neutral    95 �
-3.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:56:52.179955']},Deutsche Lufthansa AG,LHA,,0,0,0,,19.9,0,0.07,31.08.2018 um 08:31, ANALYSE FLASH: Citigroup senkt Lufthansa auf sell    19.90 �
3.0,{'SimplePatternNewsStrategy': ['BUY', '2018-08-31 11:56:52.179955']},Compagnie de Saint-Gobain S.A.,SGO,,0,0,0,,0,0,0.89,31.08.2018 um 08:55, ANALYSE FLASH: Merrill Lynch hebt Saint Gobain auf buy
-3.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:56:52.179955']},LAFARGEHOLCIM,HLBN,,0,0,0,,0,0,0.07,31.08.2018 um 08:59, ANALYSE FLASH: Merrill Lynch senkt LafargeHolcim auf underperform
